part,count,min,max,mean,std
part_1,3959,1160,81026,13717.037635766608,10475.77572864154
part_2,3905,1,14775,1042.4514724711908,988.3209612372931
part_3,3953,779,97020,12559.149759676195,10189.249551949864
part_4,3071,2,19516,1204.0517746662324,1150.5519277486144
part_5,3960,180,68820,2067.8116161616163,2106.3575046128335
part_6,3961,6,326432,68883.22443827316,45571.742752000944
part_7,3572,1,21080,1258.2329227323628,1617.1555449644488
