part,count,min,max,mean,std
part_1,3959,0.2127659574468085,0.7412280701754386,0.5142718773768655,0.04743970997755213
part_2,3905,0.007352941176470588,0.9963768115942029,0.5171022113455268,0.16972616728886425
part_3,3953,0.1015625,0.8548387096774194,0.5194033137959444,0.06023112012320419
part_4,3071,0.008152173913043478,0.9958333333333333,0.5023566517970929,0.0786330939087254
part_5,3960,0.16304347826086957,0.8877005347593583,0.504505532252431,0.07346710403568532
part_6,3961,0.271505376344086,0.5,0.49994231390465643,0.00363010123276392
part_7,3572,0.006696428571428571,0.9968354430379747,0.5029358504268325,0.23582377511109873
