part,count,min,max,mean,std
part_1,3959,0.03742418376564718,0.6194968553459119,0.19714976992520122,0.06456255186577363
part_2,3905,2.7038719446247027e-05,0.07486263736263736,0.01491661744613547,0.008207627797236338
part_3,3953,0.014263978699125143,0.4525316455696203,0.1776225086149696,0.0583147655407523
part_4,3071,4.329004329004329e-05,0.2606164200630308,0.01693698246066345,0.00972617672680178
part_5,3960,0.005013368983957219,1.0,0.029557728617929643,0.022054868735616757
part_6,3961,8.71839581517001e-05,1.0,0.9927656165279063,0.05587216373160462
part_7,3572,3.125e-05,0.12972972972972974,0.017871263298918298,0.01613201598183276
