part,count,min,max,mean,std
part_1,3959,0.2170138888888889,0.635,0.3612465247796592,0.035436945390329044
part_2,3905,0.19881889763779528,0.9983333333333333,0.8905019772440614,0.04784329509279039
part_3,3953,0.49871134020618557,0.9066666666666666,0.6937683791260579,0.039617389193439254
part_4,3071,0.06076388888888889,0.5677966101694916,0.17387908848359895,0.027128513952824115
part_5,3960,0.034722222222222224,0.5,0.13111826530670762,0.029429434313240414
part_6,3961,0.14779874213836477,0.8169291338582677,0.5006168557812238,0.02705837541448472
part_7,3572,0.06046511627906977,0.9978260869565218,0.4468713284905311,0.08793655829194345
