RPN Classification Loss,RPN Localization Loss,FRCNN Classification Loss,FRCNN Localization Loss,FRCNN Angle Loss,Total Loss,MAP Score
0.24359948581374025,0.11708273440302605,1.9853209197758679,0.3501325183329117,9.724749633515499,12.420885291841046,0.0
